OrderLineID,TransactionID,ProductID,Quantity,UnitPrice,Discount,LineTotal
"#N/A"," TRN-9980 "," P101 ","2","85","0.15","144.5"
"OL-2422","TRN-9981","P101","2","85","0","170"
"OL-2423","TRN-9981","C304","2","","0","116"
"OL-2424","TRN-9982","C301","3","55","0","165"
"OL-2425","TRN-9982","C301","2","55","0","110"
"OL-2426","TRN-9982","P203","3","68","0","204"
"OL-2427","TRN-9982"," P203 ","1","68","0","68"
"OL-2427","TRN-9982","P203","1","68","0","68"
"OL-2428","TRN-9983","P102","1","80","0","80"
"OL-2430","TRN-9984","P102","2","80","0","160"
"OL-2431","TRN-9984","C302","1","50","0","50"
"OL-2432","#N/A","P202","1","","0","65"
"","TRN-9984","P202","","65","0","130"
"","TRN-9985","P103","1","95","0",""
"OL-2435","TRN-9985","P101","","85","0","255"
"OL-2436","TRN-9985","","1","55","0",""
"OL-2437","TRN-9986","","3","70","0","210"
"OL-2438","TRN-9986","P102","2","80","0","160"
"","TRN-9987","P203","2","68","0.05","129.2"
"OL-2440","TRN-9988","C301","1","55","0","55"
"OL-2441","TRN-9988","C304","3","58","0","174"
" OL-2442 ","TRN-9989","C301","2","55","",""
"OL-2443"," TRN-9989 "," C302 ","2","50","0","100"
"OL-2443","TRN-9989","C302","2","50","0","100"
" OL-2445 "," TRN-9990 ","P101","1","85","0","85"
"OL-2446","TRN-9991","C302","2","50","0","100"
"OL-2446","TRN-9991","C302","2","50","0","100"
"OL-2448","","C303","2","60","","120"
"OL-2448","TRN-9991","C303","2","60","0","120"
"OL-2450","TRN-9992"," P102 ","2","80","0.15","136"
" OL-2451 ","TRN-9993","C302","3","50","0","150"
"OL-2451","TRN-9993","C302","3","50","0","150"
"OL-2453","TRN-9994","#N/A","","70","0","210"
"OL-2454","TRN-9994","P203","1","","","68"
"OL-2454","TRN-9994","P203","1","68","0","68"
"OL-2456","","C301","3","55","0","165"
"OL-2457","TRN-9995","C303","1","60","0","60"
"OL-2458","TRN-9995","","3","55","0",""
"#N/A","TRN-9996","P103","3","","0","285"
"OL-2460"," TRN-9996 ","C304","1","58","0","58"
" OL-2461 "," TRN-9996 ","C301","2","55","0","110"
"OL-2462","TRN-9997"," P102 ","1","80","0","80"
"OL-2463","TRN-9997","C304","3","","0","174"
"OL-2464","#N/A","P203","2","68","0",""
"OL-2465","TRN-9997","P103","1","95","0","95"
"OL-2466"," TRN-9998 ","P102","3","80","0.05",""
"OL-2467","TRN-9998","P202","1","65","0.05","61.75"
"OL-2468","TRN-9998","P103","1","","0.05","90.25"
"OL-2468","TRN-9998","P103","1","95","0.05","90.25"
" OL-2470 "," TRN-9999 "," C303 ","2","60","0","120"
"OL-2470","TRN-9999","C303","2","60","0","120"
"OL-2472","TRN-9999","","1","60","0","60"
"OL-2472","TRN-9999","C303","1","60","0","60"
"OL-2474","TRN-10000","","1","95","0.1","85.5"
"OL-2475","","C301","1","55","0.1","49.5"
"OL-2476","TRN-10000","C302","3","50","0.1","135"
"OL-2477","TRN-10000","#N/A","3","50","0.1","135"
"","TRN-10001","P103","1","95","0",""
"OL-2478","TRN-10001","P103","1","95","0","95"
"OL-2480","TRN-10001","C302","3","50","0","150"
"OL-2481","TRN-10002","C303","3","60","0","180"
"OL-2482","TRN-10003","P201","2","70","0","140"
"OL-2483"," TRN-10003 ","C304","2","58","0","116"
"","TRN-10003","P101","2","85","0","170"
"OL-2485","TRN-10004","P102","3","80","0","240"
"OL-2486","TRN-10004","C304","3","58","0","174"
"OL-2487","TRN-10004","P102","1","80","0",""
"OL-2488","TRN-10004","P103","2","95","0",""
"OL-2489","TRN-10005","C302","2","50","0.1","90"
"OL-2490","TRN-10006"," C302 ","3","50","0","150"
"OL-2491","TRN-10006","P101","2","85","0","170"
" OL-2492 ","TRN-10006","P101","3","","0","255"
"OL-2493","TRN-10007","C303","3","","0","180"
"OL-2493","TRN-10007","C303","3","60","0","180"
"OL-2495","TRN-10007","P102","3","80","","240"
"OL-2495","TRN-10007","P102","3","80","0","240"
"OL-2497","TRN-10008","P202","2","65","0","130"
"OL-2498","TRN-10008","","1","60","0","60"
"OL-2499","TRN-10008","P103","2","95","0","190"
"OL-2500","TRN-10009","P203","1","68","","64.6"
"OL-2501","TRN-10009"," C303 ","3","60","0.05","171"
"OL-2501","TRN-10009","C303","3","60","0.05","171"
"OL-2503","TRN-10009"," C304 ","3","58","0.05","165.3"
"OL-2504","TRN-10010","P202","3","65","0","195"
"","TRN-10010","C303","1","60","0","60"
"OL-2505","TRN-10010","C303","1","60","0","60"
"OL-2507","#N/A","C303","2","60","0.05","114"
"OL-2508","TRN-10011","P101","3","","0.05",""
"OL-2509","TRN-10011","P203","1","68","0.05","64.6"
"OL-2510","","P202","1","65","0","65"
"OL-2511","TRN-10013","P203","3","68","0","204"
"OL-2512","TRN-10014"," P101 ","1","85","0","85"
"OL-2513","TRN-10014","P102","1","80","0",""
"OL-2514","TRN-10014","P203","1","","0","68"
"OL-2515","TRN-10015"," P103 ","2","95","","190"
"","TRN-10015"," P202 ","1","65","0","65"
"OL-2517","TRN-10015","C304","3","58","","174"
"OL-2518","TRN-10015","P102","1","80","0",""
"OL-2519","TRN-10016","P102","3","80","","228"
"OL-2519","TRN-10016","P102","3","80","0.05","228"
""," TRN-10017 ","P103","2","95","0","190"
"OL-2522","","P103","1","95","0.1","85.5"
"OL-2523","TRN-10018","P203","1","","","61.2"
"OL-2524","TRN-10018","P102","2","80","0.1","144"
"OL-2525","","C304","3","58","0.05","165.3"
""," TRN-10019 ","P201","2","70","0.05","133"
" OL-2527 ","TRN-10019","P101","2","85","0.05","161.5"
""," TRN-10019 ","C304","3","58","0.05","165.3"
"OL-2529","TRN-10020","C303","2","60","0.15","102"
"OL-2530","TRN-10021","C304","3","58","0.05","165.3"
"OL-2530","TRN-10021","C304","3","58","0.05","165.3"
"OL-2532"," TRN-10021 ","C304","3","58","0.05",""
"OL-2533","TRN-10022"," C302 ","3","50","0.15","127.5"
" OL-2534 ","TRN-10022","","1","95","0.15","80.75"
"OL-2535","TRN-10022","C301","","55","0.15","93.5"
"OL-2536","TRN-10022","P103","3","95","0.15",""
"OL-2537","TRN-10023"," C302 ","2","50","0.05","95"
" OL-2538 ","TRN-10023","P101","2","85","0.05","161.5"
"OL-2538","TRN-10023","P101","2","85","0.05","161.5"
"OL-2540","TRN-10023","","3","50","0.05","142.5"
" OL-2541 ","TRN-10024","P103","2","95","0","190"
"OL-2541","TRN-10024","P103","2","95","0","190"
"OL-2542","TRN-10024","P103","1","95","0","95"
"OL-2544","TRN-10025","C302","","50","0",""
"OL-2545"," TRN-10025 ","P103","1","95","0","95"
"OL-2546","TRN-10026","C302","1","50","0","50"
"OL-2547","TRN-10027","P103","1","95","0",""
"OL-2548","","C304","1","","0",""
"OL-2548","TRN-10027","C304","1","58","0","58"
"OL-2549","TRN-10027","P203","2","68","0","136"
"OL-2551","TRN-10028"," P203 ","2","","0","136"
"OL-2552"," TRN-10028 "," C304 ","2","58","0","116"
"OL-2553","TRN-10028","#N/A","2","70","0","140"
"OL-2554","","P101","1","85","0","85"
"OL-2554","TRN-10029","P101","1","85","0","85"
"OL-2556","TRN-10029","C303","2","60","0","120"
"OL-2557","TRN-10029","C303","","60","0","120"
"OL-2558","TRN-10030","","3","70","","210"
"OL-2559","TRN-10030","","1","58","0","58"
"OL-2560"," TRN-10031 ","C304","","58","0","174"
"OL-2561","TRN-10031","C302","","50","0","50"
" OL-2562 "," TRN-10031 ","P102","3","80","0","240"
" OL-2563 ","TRN-10032","#N/A","2","","0.05","129.2"
"OL-2564","TRN-10032","","3","58","","165.3"
"OL-2565","TRN-10032","C302","","","0.05","142.5"
"OL-2566","TRN-10032","P101","2","85","","161.5"
"","TRN-10033","","2","65","","130"
"OL-2568","TRN-10033","C301","2","55","0","110"
" OL-2569 "," TRN-10033 ","P101","3","85","0","255"
" OL-2570 "," TRN-10034 ","P103","3","95","0","285"
"OL-2571","TRN-10034"," P101 ","3","85","0","255"
"OL-2572","TRN-10035","P203","1","68","","57.8"
"OL-2573","TRN-10035","P202","3","65","0.15","165.75"
"OL-2574","TRN-10035","P102","2","80","","136"
"#N/A","TRN-10036"," P203 ","3","","0","204"
"OL-2576","#N/A","C301","1","55","","55"
"OL-2576","TRN-10036","C301","1","55","0","55"
"OL-2578","TRN-10037","P102","1","80","0.15","68"
"OL-2578","TRN-10037","P102","1","80","0.15","68"
"OL-2580",""," C302 ","3","50","0","150"
"OL-2581","TRN-10038"," C301 ","","55","0","55"
"OL-2582"," TRN-10039 ","","3","95","","270.75"
"OL-2583","TRN-10039","P202","1","65","0.05","61.75"
"OL-2584","TRN-10040","P202","3","65","0","195"
"OL-2585","TRN-10040","C301","","55","0","165"
"OL-2586","TRN-10040"," P202 ","3","65","0","195"
"OL-2586","TRN-10040","P202","3","65","0","195"
" OL-2588 ","TRN-10041","P102","3","80","","216"
"OL-2589"," TRN-10042 ","#N/A","2","65","0","130"
"OL-2590","TRN-10042","P103","3","95","","285"
"OL-2591","TRN-10042","P201","","70","","70"
"OL-2592"," TRN-10042 ","P102","","","0","80"
"OL-2592","TRN-10042","P102","1","80","0","80"
"OL-2594"," TRN-10043 ","","3","85","0","255"
"OL-2595","","C302","1","50","0.15","42.5"
"OL-2596","TRN-10044","P101","3","85","0.15","216.75"
"OL-2597","TRN-10045","P101","2","85","0","170"
"OL-2598"," TRN-10045 "," C302 ","1","50","0","50"
"","TRN-10045","P202","2","65","0","130"
"OL-2600","TRN-10045","P101","3","85","","255"
"OL-2601","TRN-10046","C302","1","50","0.05","47.5"
"OL-2602"," TRN-10047 ","P102","1","80","0","80"
"OL-2603","TRN-10048","P203","2","","0",""
"OL-2604","TRN-10048","","1","95","0","95"
"OL-2605","TRN-10048","P203","1","68","0","68"
" OL-2606 ","TRN-10048","C301","1","55","0","55"
"OL-2607","TRN-10049","C302","3","50","","150"
"OL-2607","TRN-10049","C302","3","50","0","150"
"","TRN-10050","P103","3","95","0","285"
"","TRN-10050","C301","","","","55"
"OL-2610","TRN-10050","C301","1","55","0","55"
"OL-2612","TRN-10051","C304","3","58","0","174"
"OL-2613","TRN-10051","P201","2","70","0","140"
" OL-2614 "," TRN-10051 "," P101 ","1","85","0","85"
"OL-2615","TRN-10052","C303","2","60","0",""
"OL-2616","TRN-10052","#N/A","2","58","0","116"
"OL-2617"," TRN-10053 ","C304","3","58","0","174"
"OL-2618","TRN-10053","P103","1","95","0","95"
"OL-2618","TRN-10053","P103","1","95","0","95"
"OL-2620","TRN-10053","P101","3","85","0",""
"#N/A","","P101","3","85","0","255"
"OL-2622","TRN-10054"," P103 ","1","","0","95"
"OL-2623","TRN-10054","P101","1","85","0","85"
"OL-2624"," TRN-10054 ","C303","1","60","0","60"
"",""," C301 ","1","55","0","55"
"OL-2626","TRN-10055"," C303 ","3","60","","180"
"OL-2627","TRN-10055","P101","2","85","0","170"
"OL-2628","TRN-10055","#N/A","1","55","0","55"
"OL-2629","TRN-10056","P201","1","70","","70"
"OL-2630","TRN-10057"," C301 ","1","55","0","55"
"OL-2631","TRN-10057","#N/A","3","58","0","174"
"OL-2632","TRN-10057","P103","2","95","0","190"
"OL-2633","TRN-10058","P101","3","85","0","255"
"OL-2634","TRN-10058","C301","2","55","0","110"
"OL-2635","TRN-10058","P102","2","80","","160"
"OL-2636","TRN-10058","P202","1","65","0","65"
"OL-2637","TRN-10059","P203","1","68","0","68"
"OL-2638","TRN-10059","P101","2","85","0","170"
"","#N/A","C303","3","60","0","180"
"OL-2640","TRN-10060","C304","1","58","0","58"
"OL-2641","TRN-10060","C303","3","60","0","180"
"OL-2642","#N/A","","","","0","95"
"","TRN-10060","P202","2","65","0","130"
"OL-2643","TRN-10060","P202","2","65","0","130"
"OL-2645","TRN-10061","C303","","60","0","60"
"OL-2646","TRN-10061","P103","1","95","0",""
"","","C304","3","58","0","174"
"OL-2647","TRN-10061","C304","3","58","0","174"
"OL-2649","TRN-10062","P202","1","65","0.05","61.75"
"OL-2649","TRN-10062","P202","1","65","0.05","61.75"
"OL-2650","TRN-10062","P203","3","68","0.05","193.8"
"OL-2652"," TRN-10063 ","C302","2","50","0","100"
"OL-2653","TRN-10063","P202","2","65","0","130"
" OL-2654 ","TRN-10063","C303","2","60","0",""
"OL-2654","TRN-10063","C303","2","60","0","120"
"OL-2656","TRN-10064","C303","2","","0","120"
"OL-2657","TRN-10064","","3","95","0","285"
" OL-2658 ","TRN-10064","C303","1","60","0",""
"OL-2658","TRN-10064","C303","1","60","0","60"
"","TRN-10065","C302","2","50","0","100"
"OL-2661"," TRN-10065 ","P203","1","68","0","68"
" OL-2662 ","TRN-10066","","1","68","0","68"
"OL-2663","TRN-10066","P203","3","68","",""
"OL-2664"," TRN-10066 "," C301 ","1","55","","55"
"OL-2665","TRN-10067","C303","1","60","0.05","57"
"OL-2666","","C302","2","50","0.05","95"
"","TRN-10067","P102","3","80","","228"
"OL-2668","TRN-10068","C303","3","60","0","180"
"OL-2669","","C302","1","50","0","50"
"OL-2670","TRN-10068","P203","3","68","","204"
"","TRN-10068","C303","1","60","0","60"
"OL-2671","TRN-10068","C303","1","60","0","60"
"OL-2672","TRN-10069","P202","3","65","0","195"
"OL-2674","","P103","2","95","0","190"
"OL-2675","TRN-10070","P202","1","65","","65"
"OL-2675","TRN-10070","P202","1","65","0","65"
"OL-2677","TRN-10071","P102","3","80","0","240"
"OL-2677","TRN-10071","P102","3","80","0","240"
"","TRN-10073","C304","2","58","0","116"
"OL-2680","TRN-10073","C302","","50","0","150"
" OL-2681 ","TRN-10073","C304","2","58","0","116"
"OL-2682","#N/A","P101","","85","0",""
"OL-2683","TRN-10074","P203","3","68","0","204"
"OL-2684","TRN-10075","C304","2","58","0.05","110.2"
"OL-2685","","P203","2","68","0","136"
"OL-2686"," TRN-10076 "," P202 ","1","65","0","65"
"OL-2686","TRN-10076","P202","1","65","0","65"
"OL-2688","TRN-10076","","2","80","0","160"
"OL-2689"," TRN-10077 ","P203","2","68","0.15","115.6"
"OL-2689","TRN-10077","P203","2","68","0.15","115.6"
"OL-2691","TRN-10077","C304","3","58","0.15","147.9"
" OL-2692 ","TRN-10078"," C304 ","1","58","0","58"
"OL-2693","#N/A"," C303 ","3","60","","171"
"OL-2693","TRN-10079","C303","3","60","0.05","171"
"OL-2695","TRN-10080","P103","3","95","0","285"
"OL-2696","TRN-10080","P101","1","85","0","85"
"OL-2697","TRN-10080","P202","1","65","0","65"
" OL-2698 ","TRN-10081","P202","2","65","0.15","110.5"
"OL-2699","TRN-10081","","1","60","0.15","51"
"OL-2700","TRN-10082","","3","80","0","240"
"OL-2701"," TRN-10082 ","C302","2","50","",""
"OL-2701","TRN-10082","C302","2","50","0","100"
"OL-2702","TRN-10082","P201","3","70","0","210"
"","TRN-10084","C302","3","50","0","150"
"OL-2705","TRN-10084","P102","3","80","0","240"
"","TRN-10084","P203","3","68","0","204"
"OL-2707","TRN-10084","C304","1","58","0","58"
"OL-2708","TRN-10085"," P201 ","3","70","0.1","189"
"OL-2709","","P202","1","65","","58.5"
"OL-2709","TRN-10085","P202","1","65","0.1","58.5"
"OL-2711","TRN-10086","P102","1","80","","80"
" OL-2712 ","TRN-10086","","","70","0","70"
"OL-2713","TRN-10087"," P103 ","1","","0.1","85.5"
" OL-2714 ","","C301","","55","0.1",""
" OL-2715 ","TRN-10088","P203","2","68","0","136"
"OL-2716","TRN-10088","P202","3","65","0",""
"OL-2717","TRN-10088","P203","2","68","0","136"
"OL-2718","TRN-10089","C301","2","55","0","110"
"OL-2718","TRN-10089","C301","2","55","0","110"
" OL-2720 ","TRN-10090","P201","2","70","0","140"
"OL-2720","TRN-10090","P201","2","70","0","140"
"OL-2722","TRN-10090","C302","3","50","0","150"
"OL-2723","TRN-10091","P201","1","70","","59.5"
" OL-2724 ","TRN-10092","P203","2","68","0","136"
"OL-2724","TRN-10092","P203","2","68","0","136"
"#N/A","TRN-10092","C302","2","50","0","100"
"OL-2727","TRN-10092","P103","1","95","0","95"
" OL-2728 ","TRN-10093","C301","","55","0.1",""
"OL-2729","TRN-10094","C303","1","60","0","60"
" OL-2730 ","TRN-10095","","1","50","0.05","47.5"
"OL-2730","TRN-10095","C302","1","50","0.05","47.5"
" OL-2732 ","TRN-10095","P203","3","","","193.8"
"OL-2733","TRN-10096","P203","1","68","0","68"
"OL-2734","TRN-10097"," P203 ","1","68","","57.8"
"OL-2734","TRN-10097","P203","1","68","0.15","57.8"
"OL-2736","TRN-10097","P201","1","70","0.15","59.5"
" OL-2737 ","TRN-10098"," C303 ","3","60","0.05","171"
"OL-2738"," TRN-10099 ","C302","3","50","0",""
"OL-2738","TRN-10099","C302","3","50","0","150"
"OL-2739","TRN-10100","P201","3","70","0","210"
"OL-2740","TRN-10101","C301","2","55","0","110"
"OL-2742","TRN-10102","C304","2","58","0","116"
"OL-2743","TRN-10102","P202","3","65","0","195"
"OL-2744"," TRN-10103 "," P102 ","1","80","0","80"
"OL-2745","TRN-10103","C302","1","","0","50"
"OL-2746"," TRN-10103 ","P203","1","68","0",""
"","TRN-10104"," P101 ","2","85","0","170"
"","TRN-10104","P101","2","85","0","170"
"OL-2749","TRN-10104","","1","68","0","68"
"OL-2750","TRN-10105","C301","","55","0","165"
"OL-2751","TRN-10105","","2","65","0","130"
"#N/A","TRN-10106","C303","","60","0","120"
"OL-2753","TRN-10107"," P103 ","2","","0","190"
" OL-2754 ","TRN-10107","C302","2","50","0","100"
"OL-2754","TRN-10107","C302","2","50","0","100"
"OL-2756","","C301","3","","0","165"
"OL-2757","TRN-10108","C301","3","55","0","165"
"OL-2758","TRN-10109","P101","3","85","0","255"
"OL-2759","TRN-10109","P202","3","65","0","195"
"OL-2760","TRN-10109","P202","3","65","","195"
"OL-2760","TRN-10109","P202","3","65","0","195"
" OL-2762 ","TRN-10110","P203","3","68","0.05","193.8"
"OL-2763","TRN-10110","","1","50","0.05","47.5"
" OL-2764 ","TRN-10110","C301","2","55","0.05","104.5"
"OL-2765","TRN-10111"," P103 ","1","95","0","95"
"","TRN-10112","P102","1","80","0","80"
"#N/A","TRN-10113","P201","2","70","0","140"
"OL-2768","TRN-10113","P102","2","80","0","160"
"","TRN-10114","P203","2","","0","136"
"OL-2770","TRN-10115","C301","2","55","","104.5"
" OL-2771 ","TRN-10116","P101","3","85","","255"
"OL-2772","TRN-10117","P102","2","80","0","160"
"OL-2772","TRN-10117","P102","2","80","0","160"
"OL-2774","TRN-10118","P103","2","95","0.05","180.5"
"OL-2774","TRN-10118","P103","2","95","0.05","180.5"
"OL-2776","TRN-10118","P201","3","70","0.05","199.5"
"OL-2777","TRN-10118","P203","2","68","0.05","129.2"
"OL-2778"," TRN-10119 ","P101","2","","0","170"
"OL-2779","TRN-10119","C302","1","50","0","50"
"OL-2780","TRN-10120","C304","2","58","0","116"
"OL-2781","TRN-10120","#N/A","3","95","0",""
"OL-2781","TRN-10120","P103","3","95","0","285"
"OL-2783","TRN-10120","P101","2","85","0","170"
"OL-2784","TRN-10121","P101","3","85","0","255"
"OL-2784","TRN-10121","P101","3","85","0","255"
"OL-2786","","P102","1","80","0","80"
"OL-2786","TRN-10121","P102","1","80","0","80"
"","TRN-10122","C301","1","55","0","55"
"OL-2789","","C302","2","50","","100"
" OL-2790 ","TRN-10123","P203","2","68","0","136"
"OL-2791","TRN-10123"," P103 ","","95","0",""
"OL-2792","TRN-10124","P203","","68","0.05","64.6"
"OL-2792","TRN-10124","P203","1","68","0.05","64.6"
"OL-2794","TRN-10125","P201","","70","0","140"
"OL-2795","TRN-10125"," P201 ","1","70","0",""
"OL-2796","TRN-10125","C303","1","60","0","60"
"#N/A","TRN-10125","P103","2","95","0","190"
"OL-2798","TRN-10126","C304","","58","0","174"
"OL-2799"," TRN-10127 ","C301","3","55","0","165"
"OL-2800","TRN-10128"," C302 ","2","50","0.05","95"
"OL-2800","TRN-10128","C302","2","50","0.05","95"
"OL-2802"," TRN-10130 ","P203","2","68","0","136"
"OL-2802","TRN-10130","P203","2","68","0","136"
""," TRN-10130 ","P102","3","80","0","240"
"OL-2805","TRN-10131","P203","2","","0","136"
"OL-2806","","","2","65","0","130"
"OL-2807","TRN-10131","P202","2","65","0","130"
" OL-2808 ","TRN-10131","C303","3","60","0","180"
" OL-2809 ","TRN-10132","P101","2","85","0","170"
" OL-2810 ",""," P102 ","3","","0",""
"OL-2811"," TRN-10132 ","#N/A","3","55","0","165"
"OL-2812","TRN-10133","P102","1","80","0","80"
"OL-2813","TRN-10133"," P201 ","2","70","0","140"
"OL-2814"," TRN-10134 ","P103","3","95","0.1","256.5"
"OL-2815","#N/A","P101","3","85","0.1","229.5"
"","TRN-10134"," C304 ","1","58","0.1","52.2"
"OL-2817","TRN-10134","","1","65","0.1","58.5"
" OL-2818 ","","P103","2","95","0","190"
"OL-2819","TRN-10135","C303","2","","","120"
"OL-2820","TRN-10135","","3","85","0","255"
"OL-2820","TRN-10135","P101","3","85","0","255"
"OL-2822","TRN-10137","","1","65","0","65"
"OL-2823","TRN-10137","C303","3","60","","180"
"OL-2824","TRN-10137","C303","3","60","0","180"
"OL-2825","TRN-10137","P101","2","85","0","170"
"OL-2826","","P201","","70","0","210"
" OL-2827 ","TRN-10138"," P102 ","1","80","0","80"
" OL-2828 "," TRN-10138 ","P202","2","65","0","130"
"","TRN-10139","C301","1","55","0","55"
"OL-2830","TRN-10139","P202","3","65","0","195"
"OL-2831","TRN-10140","P203","1","68","0","68"
"OL-2832"," TRN-10140 ","C301","3","55","0","165"
" OL-2833 ","#N/A","P102","3","80","0","240"
"OL-2834","TRN-10141"," C304 ","2","58","0","116"
"OL-2834","TRN-10141","C304","2","58","0","116"
"OL-2835","TRN-10141","P203","3","68","0","204"
"OL-2837"," TRN-10141 ","C303","","60","0","120"
"OL-2838","TRN-10142","C302","2","","0.15","85"
"OL-2839","TRN-10142","","3","68","0.15","173.4"
"OL-2840","TRN-10142","P201","3","70","0.15","178.5"
"OL-2841","TRN-10143","","2","55","0.05",""
"OL-2841","TRN-10143","C301","2","55","0.05","104.5"
"OL-2842","TRN-10143","C303","2","60","0.05","114"
"OL-2844","TRN-10144","C301","2","55","0","110"
"OL-2844","TRN-10144","C301","2","55","0","110"
"OL-2846","TRN-10145","P102","1","80","0.1","72"
"OL-2847","TRN-10146","P102","2","","","160"
"OL-2848","#N/A","C301","1","55","0","55"
"OL-2849","","","1","60","","60"
"OL-2850","TRN-10146","C304","1","58","0","58"
" OL-2851 ","TRN-10147"," P202 ","2","65","0","130"
"OL-2852","","C301","2","55","0","110"
" OL-2853 "," TRN-10147 ","#N/A","1","50","0","50"
"OL-2854","TRN-10148","P101","1","","0","85"
"OL-2854","TRN-10148","P101","1","85","0","85"
"OL-2855","TRN-10148","P201","1","70","0","70"
"","TRN-10149","P201","2","70","0","140"
"OL-2858","TRN-10149","C302","3","","0","150"
"OL-2859","","P202","1","65","0","65"
"OL-2860","TRN-10150"," C303 ","3","60","0","180"
"OL-2861","TRN-10150"," C303 ","3","60","0","180"
"OL-2862","","P203","1","","","68"
"OL-2862","TRN-10150","P203","1","68","0","68"
"OL-2864","TRN-10151","C304","2","58","","116"
"OL-2864","TRN-10151","C304","2","58","0","116"
"OL-2866"," TRN-10152 ","P202","2","65","0","130"
"OL-2866","TRN-10152","P202","2","65","0","130"
"OL-2868","TRN-10153","C303","3","60","0",""
"OL-2869","TRN-10154","C303","3","60","0","180"
"OL-2870","TRN-10154"," P203 ","1","68","0",""
"OL-2871","TRN-10154"," C301 ","3","55","0","165"
"#N/A"," TRN-10155 ","P202","3","65","0","195"
"OL-2873","TRN-10156","P101","1","85","0.05","80.75"
"","TRN-10156","P202","3","65","0.05","185.25"
"OL-2875","TRN-10157","P102","3","80","0.15","204"
"OL-2876","TRN-10157","P201","1","70","0.15","59.5"
"OL-2877","TRN-10158"," P103 ","2","95","0","190"
"OL-2878","#N/A","C301","2","55","0.15","93.5"
"OL-2879","TRN-10159","P202","2","","0.15","110.5"
"OL-2880","TRN-10160","C301","3","55","0","165"
"OL-2881","TRN-10160"," C301 ","3","55","0","165"
"#N/A","TRN-10160","C304","1","58","","58"
"OL-2883","TRN-10161","P201","1","70","0.05","66.5"
"","TRN-10161","C301","3","55","0.05","156.75"
"#N/A","","C304","3","","0","174"
"OL-2886","TRN-10163","P103","2","95","0.1","171"
"OL-2887","TRN-10163","","2","68","0.1","122.4"
"OL-2888","","C302","3","50","0.1","135"
" OL-2889 ","","C304","2","58","0.1","104.4"
"OL-2889","TRN-10163","C304","2","58","0.1","104.4"
" OL-2891 ","TRN-10164","P202","3","65","0","195"
" OL-2892 ","TRN-10165","","3","","","199.5"
"OL-2892","TRN-10165","P201","3","70","0.05","199.5"
"OL-2894","","C303","2","60","","102"
" OL-2895 ","TRN-10166","C302","3","50","0.15","127.5"
"OL-2896","TRN-10166","C302","3","50","0.15","127.5"
"OL-2897","TRN-10167","C304","2","58","0",""
"","TRN-10167","P101","1","","0","85"
"OL-2899","TRN-10167","P103","1","95","0","95"
"OL-2900","TRN-10167","C301","3","55","","165"
"OL-2901","TRN-10168","P101","1","85","0.1","76.5"
"OL-2902","TRN-10168","P103","3","95","0.1","256.5"
"OL-2903","TRN-10169","P102","3","80","0",""
"OL-2904","TRN-10169","P202","2","65","0","130"
"OL-2905","TRN-10169","P202","2","65","0","130"
"","TRN-10169","C304","","58","","58"
"OL-2906","TRN-10169","C304","1","58","0","58"
"OL-2908","TRN-10170","P103","2","95","0","190"
"OL-2909","TRN-10170"," P103 ","1","95","0","95"
"OL-2910"," TRN-10170 ","C302","1","50","0","50"
"OL-2911","TRN-10171","P102","2","80","0","160"
" OL-2912 ","TRN-10171","C303","","60","0","180"
"OL-2912","TRN-10171","C303","3","60","0","180"
"OL-2914","TRN-10171","P102","2","80","0","160"
""," TRN-10172 ","#N/A","2","","0.15","136"
"OL-2916","TRN-10172","","3","65","0.15","165.75"
"OL-2917","TRN-10172","P202","1","65","0.15","55.25"
"OL-2918","TRN-10172","C302","3","50","0.15","127.5"
"OL-2919","TRN-10173","C302","1","50","0",""
"OL-2920","TRN-10173","P103","","95","0","95"
"OL-2921"," TRN-10173 ","C304","1","58","0","58"
"OL-2922"," TRN-10173 ","P102","3","80","0","240"
" OL-2923 ","TRN-10174","","1","70","0.05","66.5"
"OL-2924","TRN-10175","","3","80","0","240"
"OL-2925","TRN-10175","C303","2","60","0","120"
"OL-2926"," TRN-10176 ","","","80","0.1","144"
"OL-2927","TRN-10176","P202","3","65","0.1","175.5"
"OL-2928","TRN-10177","P201","3","70","0.15","178.5"
" OL-2929 ","TRN-10178","P201","","70","0.1","63"
"OL-2930","TRN-10178","C302","","50","0.1","135"
"OL-2931","TRN-10179"," C301 ","1","55","0","55"
"OL-2932","TRN-10179","P203","1","68","0","68"
"OL-2933","TRN-10179","C303","2","60","0","120"
"OL-2934","TRN-10179","P102","3","80","",""
"#N/A","TRN-10180","P101","1","85","0",""
"OL-2936","TRN-10180","C301","2","55","0","110"
"OL-2937","","P203","","68","0","204"
"OL-2937","TRN-10180","P203","3","68","0","204"
"OL-2939","","C301","3","55","0","165"
" OL-2940 ","","C303","1","60","0","60"
"OL-2941","TRN-10181","C303","2","60","0","120"
"OL-2942","TRN-10181","P103","1","","0","95"
"","TRN-10182","P102","2","80","0","160"
"OL-2944","TRN-10183","P103","2","95","0","190"
"#N/A","TRN-10183","C301","1","55","0","55"
"OL-2946"," TRN-10183 ","","2","65","0","130"
"OL-2947","TRN-10184"," C303 ","1","60","0.1",""
"#N/A","TRN-10184"," P203 ","","68","0.1","122.4"
"OL-2949","TRN-10185","","3","50","","135"
"OL-2950","TRN-10185","","2","60","","108"
"OL-2951","","","2","60","0.1","108"
