transaction_id,date,customer_id,store_id,payment_method,total_amount
TRN-9845,6/6/2022,CUST-1399,STO-03,Mobile Payment,445
TRN-9846,,CUST-1031,STO-02,Cash,330
TRN-9847,6/21/2022, CUST-1262 ,STO-04, Debit Card ,275
 TRN-9848 ,12/26/2025,CUST-1254,STO-04,,
TRN-9849,2/2/2025,CUST-1392,STO-01,Debit Card,353
TRN-9850, 2025-07-09 ,CUST-1036,STO-04,Debit Card,241.4
TRN-9851,,#N/A, STO-02 ,Cash,286
#N/A,7/20/2022,CUST-1233,STO-04,Mobile Payment,476
TRN-9852,7/20/2022,CUST-1233,STO-04,Mobile Payment,476
TRN-9854,8/12/2024,CUST-1265,STO-01,Cash,95
TRN-9855,2/22/2023,CUST-1326, STO-04 ,Mobile Payment,324
TRN-9856,1/28/2023,CUST-1378,STO-03,Mobile Payment,
 TRN-9857 ,4/9/2025,CUST-1039,,Credit Card,110
 TRN-9858 ,2/25/2024,,STO-04,Cash,110
TRN-9859,7/17/2023,CUST-1139,STO-01,Cash,130
,1/21/2026,CUST-1260,STO-04, Cash ,351.5
TRN-9861, 2025-02-15 ,,STO-04,Debit Card,85
TRN-9861,2/15/2025,CUST-1263,STO-04,Debit Card,85
 TRN-9863 ,1/18/2023,CUST-1337,STO-03,Credit Card,291
TRN-9863,1/18/2023,CUST-1337,STO-03,Credit Card,291
TRN-9865,#N/A,CUST-1144, STO-01 ,#N/A,165
TRN-9866,3/19/2022,CUST-1099,STO-02,Credit Card,240
TRN-9867,4/13/2023,CUST-1161, STO-04 ,Mobile Payment,100
TRN-9868,,CUST-1085,STO-04,Mobile Payment,
,2/12/2025,CUST-1209,STO-03,Debit Card,310
TRN-9870,10/27/2022, CUST-1247 ,#N/A,Mobile Payment,499
TRN-9871, 2023-11-03 ,CUST-1253,STO-03,Debit Card,85
TRN-9872,12/24/2022,CUST-1033,STO-02,Cash,250
TRN-9873,5/12/2023,CUST-1190,STO-02,Credit Card,336
TRN-9874,5/24/2023,,#N/A,Debit Card,198
 TRN-9875 ,8/11/2023, CUST-1125 ,STO-02, Cash ,373.35
TRN-9876,8/6/2024,CUST-1050,STO-03,Mobile Payment,498.95
TRN-9877,7/4/2022, CUST-1155 ,STO-04,Mobile Payment,369
TRN-9878,,CUST-1339, STO-03 , Mobile Payment ,583.3
 TRN-9879 , 2024-07-22 ,#N/A,STO-01,Mobile Payment,58.5
TRN-9880,#N/A,CUST-1261,STO-03,Debit Card,300
TRN-9881,12/10/2025,CUST-1262,STO-04,Credit Card,603
TRN-9881,12/10/2025,CUST-1262,STO-04,Credit Card,603
TRN-9883,9/18/2025, CUST-1260 ,STO-02,Cash,60
TRN-9884,1/6/2023,CUST-1394,STO-04,Debit Card,193.8
TRN-9884,1/6/2023,CUST-1394,STO-04,Debit Card,193.8
TRN-9885,12/15/2025,CUST-1370,STO-01,Mobile Payment,562.4
TRN-9887,9/20/2025,, STO-01 ,Cash,550
TRN-9888,4/26/2025,CUST-1217, STO-03 , Cash ,397.1
TRN-9889,8/7/2022,CUST-1054,STO-02,Credit Card,305
,1/22/2022,,STO-01, Debit Card ,60
TRN-9890,1/22/2022,CUST-1374,STO-01,Debit Card,60
TRN-9891,6/12/2023,CUST-1252,STO-02,Debit Card,521
TRN-9893,4/9/2024,, STO-04 ,Mobile Payment,204
TRN-9894,4/4/2022,CUST-1007,STO-03,Mobile Payment,425
TRN-9894,4/4/2022,CUST-1007,STO-03,Mobile Payment,425
TRN-9896,7/11/2024, CUST-1399 ,STO-04,Mobile Payment,183.6
TRN-9897, 2024-02-17 ,CUST-1297,STO-01,Debit Card,175
TRN-9897,2/17/2024,CUST-1297,STO-01,Debit Card,175
TRN-9899,, CUST-1280 ,STO-03, Cash ,513
, 2022-05-01 ,CUST-1034,STO-02,Credit Card,501
#N/A,1/16/2022,CUST-1395,STO-01,Credit Card,220
TRN-9902,5/30/2024,CUST-1086, STO-02 ,Cash,
,5/25/2024,CUST-1129, STO-04 ,Cash,240
TRN-9904,3/28/2024,CUST-1244,STO-01,Credit Card,534
TRN-9905, 2025-02-09 , CUST-1052 ,STO-03,Cash,
TRN-9906,3/23/2023,CUST-1236,STO-03,Debit Card,123
TRN-9907,2/7/2023,CUST-1143, STO-02 ,Mobile Payment,
TRN-9908,12/24/2023,CUST-1089,STO-01,,
TRN-9909,,CUST-1369,STO-03,Cash,509
TRN-9910,2/23/2022,CUST-1240, STO-02 ,Cash,
TRN-9910,2/23/2022,CUST-1240,STO-02,Cash,566
TRN-9912,7/22/2022,CUST-1251, STO-01 ,,480
TRN-9913,10/14/2023,CUST-1133,STO-04,Mobile Payment,380
TRN-9914,3/14/2024,CUST-1181,STO-01,Credit Card,624
TRN-9914,3/14/2024,CUST-1181,STO-01,Credit Card,624
TRN-9916,7/20/2022,CUST-1221,STO-02,Mobile Payment,57
TRN-9916,7/20/2022,CUST-1221,STO-02,Mobile Payment,57
TRN-9917,4/25/2022,CUST-1048,STO-01,Mobile Payment,303
 TRN-9919 ,,CUST-1214,STO-01,Debit Card,690
,9/28/2022,,#N/A,Mobile Payment,243.1
TRN-9921, 2022-07-24 , CUST-1094 ,,Debit Card,253
TRN-9922,1/29/2025,CUST-1095,STO-03,Credit Card,115.6
TRN-9923, 2024-10-23 ,CUST-1254, STO-02 ,Debit Card,120
TRN-9923,10/23/2024,CUST-1254,STO-02,Debit Card,120
TRN-9925,1/24/2024,CUST-1200,STO-03,Credit Card,440
TRN-9926,9/23/2024,CUST-1264,STO-01,Mobile Payment,328
TRN-9927,2/10/2023,,STO-01,,607
,10/7/2024,CUST-1380,STO-04,Cash,238
TRN-9929,8/1/2025,CUST-1102,,Debit Card,484
TRN-9930, 2025-04-30 ,CUST-1167,#N/A,Mobile Payment,336
TRN-9931, 2022-07-17 ,CUST-1254,STO-02,Debit Card,443
TRN-9931,7/17/2022,CUST-1254,STO-02,Debit Card,443
TRN-9933,9/11/2023,CUST-1062,STO-04, Cash ,570
TRN-9934,#N/A, CUST-1140 ,STO-02,Credit Card,
,9/27/2022,CUST-1274,STO-02,Debit Card,223
TRN-9936,3/6/2023,CUST-1228,STO-03,Mobile Payment,355
TRN-9937,10/7/2024,,STO-04,Mobile Payment,575.1
TRN-9938,9/6/2023,CUST-1033,STO-02, Cash ,50
TRN-9939,6/3/2025,CUST-1270,STO-02,Debit Card,255
 TRN-9940 ,#N/A,CUST-1121,STO-04,,95
,4/2/2024,,STO-03,Cash,559.55
,11/27/2022,CUST-1261,STO-04,Debit Card,461
,6/4/2022,CUST-1033,STO-03,Cash,629
TRN-9944,#N/A,CUST-1098, STO-03 ,Cash,180
TRN-9945,9/9/2025,,STO-02,Credit Card,504
TRN-9946,4/15/2025,CUST-1207,STO-02,Credit Card,60
TRN-9947,10/17/2024,, STO-01 , Cash ,410
TRN-9948,12/7/2025,CUST-1038,STO-03,Debit Card,
 TRN-9949 ,2/8/2026,CUST-1338, STO-01 ,Cash,312.8
TRN-9950,,CUST-1267,,Mobile Payment,210
TRN-9951,4/2/2024,CUST-1013,STO-01,Mobile Payment,65
TRN-9952,,CUST-1299, STO-02 ,Mobile Payment,180
,2/8/2026,CUST-1149,#N/A,Credit Card,665
TRN-9954,9/25/2024,CUST-1022,STO-03, Debit Card ,534.65
 TRN-9955 ,7/6/2024,CUST-1057,STO-04,Mobile Payment,340
TRN-9956,7/28/2022,CUST-1382, STO-01 ,Credit Card,195
TRN-9957, 2024-12-19 ,,,Credit Card,454
TRN-9958,8/27/2022,CUST-1003,STO-04,Cash,255
TRN-9959,12/10/2025,#N/A,,Credit Card,308
TRN-9960,11/16/2025,CUST-1086,STO-03,Mobile Payment,198
TRN-9961,12/31/2022,CUST-1051,STO-03,Cash,559
TRN-9962,1/27/2024,CUST-1288,STO-02,Debit Card,255.6
TRN-9963,10/12/2023,CUST-1384,STO-04,Cash,128.25
TRN-9963,10/12/2023,CUST-1384,STO-04,Cash,128.25
TRN-9964,5/11/2023,CUST-1034,STO-03,Debit Card,606.6
#N/A,2/10/2026,CUST-1070,STO-04,Cash,301.5
TRN-9966,2/10/2026,CUST-1070,STO-04,Cash,301.5
TRN-9968,8/19/2024,CUST-1009,STO-02,Debit Card,156.6
TRN-9969,3/10/2025,CUST-1018,STO-02,Debit Card,249.9
TRN-9970,#N/A,CUST-1119,STO-04, Cash ,
,1/9/2023,CUST-1029, STO-01 ,Mobile Payment,616.25
TRN-9971,1/9/2023,CUST-1029,STO-01,Mobile Payment,616.25
TRN-9973,,CUST-1378, STO-03 ,,482
TRN-9974,3/28/2022,CUST-1242,STO-01,#N/A,150
TRN-9974,3/28/2022,CUST-1242,STO-01,Debit Card,150
TRN-9975,5/9/2023,CUST-1178,STO-04,Debit Card,55
TRN-9977,3/27/2022,CUST-1110,STO-04,Cash,406.6
,4/17/2025,CUST-1374,,Debit Card,280
TRN-9979,4/22/2023,CUST-1259,,Cash,305
TRN-9980,6/3/2024,CUST-1075,STO-03, Cash ,140
 TRN-9981 ,4/22/2025, CUST-1335 ,STO-03,Cash,120
,3/24/2022,CUST-1008,STO-02, Debit Card ,589
TRN-9983,5/10/2024,CUST-1164,STO-03, Mobile Payment ,470
TRN-9983,5/10/2024,CUST-1164,STO-03,Mobile Payment,470
TRN-9985,5/17/2025,CUST-1109,STO-03,Cash,135
TRN-9985,5/17/2025,CUST-1109,STO-03,Cash,135
TRN-9987, 2023-08-03 ,,,Debit Card,548.15
TRN-9988,8/5/2024,CUST-1030,STO-04,Credit Card,500
TRN-9989,6/30/2024, CUST-1261 ,STO-03,Mobile Payment,719
TRN-9989,6/30/2024,CUST-1261,STO-03,Mobile Payment,719
,8/13/2022,CUST-1044,STO-03,Cash,410
TRN-9992, 2024-11-05 , CUST-1194 ,STO-01,Credit Card,531
TRN-9993,, CUST-1131 ,STO-02,Debit Card,285
 TRN-9994 , 2023-06-03 ,CUST-1356,STO-04,Debit Card,446.5
TRN-9995,10/25/2023,CUST-1076, STO-04 ,Credit Card,520
TRN-9995,10/25/2023,CUST-1076,STO-04,Credit Card,520
TRN-9997,3/22/2025,CUST-1204,STO-02,Mobile Payment,335
TRN-9998,3/23/2024,CUST-1319,#N/A,Mobile Payment,
TRN-9999,3/6/2025,CUST-1241,STO-01,Cash,230
TRN-10000,4/17/2022,CUST-1193,STO-02,Credit Card,
TRN-10001,#N/A,CUST-1329,STO-04,,200.7
TRN-10001,1/31/2023,CUST-1329,STO-04,Credit Card,200.7
TRN-10003,3/10/2025,CUST-1089,STO-02,Cash,255
 TRN-10004 ,5/5/2025,CUST-1175,, Cash ,104.4
TRN-10005,9/5/2023,#N/A,STO-01, Cash ,550
TRN-10005,9/5/2023,CUST-1282,STO-01,Cash,550
TRN-10007, 2023-02-05 ,CUST-1026,STO-04,Cash,609
TRN-10008,10/12/2022,CUST-1234,,,488.75
 TRN-10009 ,5/21/2024,CUST-1024,STO-02,Credit Card,
TRN-10010, 2025-11-21 ,CUST-1111, STO-03 ,Debit Card,371
TRN-10011,2/13/2024,CUST-1193,#N/A,Credit Card,198
TRN-10011,2/13/2024,CUST-1193,STO-01,Credit Card,198
TRN-10013,10/1/2025,CUST-1137,STO-02,,
, 2023-02-20 ,CUST-1256,STO-02,Credit Card,
,8/2/2022,CUST-1006,STO-04,Cash,
#N/A,4/28/2025,CUST-1073,STO-04,Credit Card,
TRN-10017,10/27/2024, CUST-1034 ,STO-01,Cash,350
TRN-10018,,CUST-1273,STO-02,Cash,629
TRN-10019,5/15/2022,CUST-1227,STO-03,Credit Card,390
TRN-10020,5/25/2025, CUST-1280 ,STO-04,Credit Card,380
TRN-10021,7/8/2023,CUST-1344,STO-04, Mobile Payment ,182.75
TRN-10022,1/6/2023,CUST-1010, STO-02 ,Cash,225
 TRN-10023 , 2024-07-01 ,CUST-1160,STO-04, Mobile Payment ,225
TRN-10024,5/18/2022,CUST-1172,STO-03,Credit Card,446
 TRN-10025 , 2022-03-04 ,CUST-1303, STO-02 ,Mobile Payment,215
TRN-10026,1/9/2022,CUST-1048,STO-02, Cash ,110.5
TRN-10026,1/9/2022,CUST-1048,STO-02,Cash,110.5
TRN-10028, 2025-04-24 ,,, Credit Card ,85
 TRN-10029 ,10/16/2022,CUST-1263, STO-03 ,Credit Card,420
,9/6/2025, CUST-1387 ,STO-03,Mobile Payment,545
TRN-10030,9/6/2025,CUST-1387,STO-03,Mobile Payment,545
TRN-10032,8/2/2023,CUST-1127,,Cash,
#N/A, 2025-11-08 ,,STO-02,Cash,280
TRN-10034, 2022-05-21 ,CUST-1268,STO-03,Mobile Payment,535
TRN-10035,11/8/2023,CUST-1120,STO-03,Debit Card,220.5
TRN-10035,11/8/2023,CUST-1120,STO-03,Debit Card,220.5
TRN-10036,11/17/2023,CUST-1370,STO-04,Credit Card,360
TRN-10038,2/11/2022,CUST-1377,STO-04,#N/A,476.1
TRN-10039,11/26/2025,CUST-1141,STO-02,Credit Card,493
TRN-10040,7/17/2022, CUST-1188 ,,Credit Card,161.5
TRN-10041,10/4/2025, CUST-1219 ,STO-04,Credit Card,180
TRN-10042,4/26/2022,CUST-1188,STO-04,Debit Card,
 TRN-10043 ,6/17/2022, CUST-1338 ,STO-02,Debit Card,189
TRN-10044,11/16/2025,,STO-03,#N/A,336.3
TRN-10045,#N/A,CUST-1378, STO-01 ,Debit Card,242.25
TRN-10045,7/18/2024,CUST-1378,STO-01,Debit Card,242.25
TRN-10047,8/11/2025,CUST-1356,STO-02,Cash,
TRN-10048,11/27/2024,CUST-1282,,,373
 TRN-10049 ,,,STO-02,Credit Card,524.7
TRN-10050,2/2/2022,CUST-1315,STO-01, Mobile Payment ,690
,10/15/2025,CUST-1092,STO-01,Credit Card,407.7
TRN-10052,4/26/2024,CUST-1076,STO-02,Mobile Payment,579
TRN-10053,7/25/2023, CUST-1024 , STO-02 ,Cash,420
TRN-10054, 2023-12-14 , CUST-1305 ,STO-03,Debit Card,350
TRN-10054,12/14/2023,CUST-1305,STO-03,Debit Card,350
TRN-10055,3/9/2022,CUST-1067,STO-02,Mobile Payment,360
TRN-10057,8/18/2023,CUST-1386,STO-02,,649
,9/17/2023,CUST-1174,STO-03,Credit Card,174
#N/A,, CUST-1044 ,,Mobile Payment,434
TRN-10059,12/29/2025,CUST-1044,STO-04,Mobile Payment,434
TRN-10061,8/14/2024,CUST-1053,STO-02,Credit Card,373.15
TRN-10062,6/19/2025,CUST-1219,STO-04, Mobile Payment ,349.35
 TRN-10063 ,3/3/2022,CUST-1334,STO-03, Credit Card ,185.25
TRN-10064,6/28/2023,CUST-1172,STO-01, Mobile Payment ,539
TRN-10065,10/30/2024,CUST-1016, STO-01 ,Debit Card,165
TRN-10066,12/27/2025,CUST-1073,STO-04,,340
,8/11/2024,CUST-1394,STO-04, Cash ,463
TRN-10068, 2022-01-13 ,CUST-1332,STO-01, Debit Card ,
TRN-10068,1/13/2022,CUST-1332,STO-01,Debit Card,330
TRN-10070,7/31/2023,CUST-1313,STO-03,Mobile Payment,223
TRN-10071,#N/A,CUST-1201,STO-04,Credit Card,190
TRN-10072, 2025-11-06 ,CUST-1384,STO-02,Credit Card,340
TRN-10072,11/6/2025,CUST-1384,STO-02,Credit Card,340
TRN-10073,12/19/2022,CUST-1071,STO-02,Debit Card,110
TRN-10075,3/17/2022,CUST-1308,STO-02,,451
TRN-10075,3/17/2022,CUST-1308,STO-02,Debit Card,451
TRN-10077,7/31/2024,CUST-1358,STO-01,Cash,215.1
 TRN-10078 ,11/2/2025,, STO-04 ,Mobile Payment,220
TRN-10078,11/2/2025,CUST-1221,STO-04,Mobile Payment,220
TRN-10080,5/8/2025,CUST-1345,STO-01,Credit Card,360
 TRN-10081 ,10/24/2023,CUST-1077,STO-02,,42.5
 TRN-10082 ,10/7/2025,CUST-1100,STO-04,Credit Card,185
TRN-10083,2/6/2022,CUST-1041,STO-02,Debit Card,140
TRN-10084,6/18/2022, CUST-1340 ,STO-01,Debit Card,668
 TRN-10085 ,9/17/2022,CUST-1068,STO-02,Mobile Payment,140
TRN-10086,12/21/2024,,STO-02,Mobile Payment,
TRN-10087,,CUST-1019,#N/A,,545
 TRN-10088 ,12/9/2025,,STO-01,,85
TRN-10089,9/28/2022,CUST-1269,STO-04,Debit Card,290
 TRN-10090 ,12/24/2024,CUST-1303,STO-04,Debit Card,754
TRN-10091,3/30/2022, CUST-1400 ,STO-04,Mobile Payment,136
TRN-10092,8/19/2025,CUST-1123,STO-03,Cash,180
TRN-10093,8/8/2022,CUST-1313, STO-01 ,Debit Card,381
TRN-10094,,CUST-1384,STO-01,Cash,304
 TRN-10095 ,3/18/2025,CUST-1330,STO-02,Debit Card,366
 TRN-10096 ,10/10/2022,, STO-04 ,,352
 TRN-10097 ,8/20/2023,CUST-1207,STO-01,Cash,52.2
TRN-10098, 2025-01-09 , CUST-1235 ,STO-02,Cash,
TRN-10098,1/9/2025,CUST-1235,STO-02,Cash,204
,6/17/2024, CUST-1333 ,, Credit Card ,315
TRN-10100,6/17/2024,CUST-1333,STO-01,Credit Card,315
TRN-10102,,CUST-1337,,,95
TRN-10103, 2024-09-08 , CUST-1224 ,STO-04, Debit Card ,274
TRN-10103,9/8/2024,CUST-1224,STO-04,Debit Card,274
TRN-10105,,,STO-02,Credit Card,561
TRN-10106, 2025-01-05 ,CUST-1002,STO-02, Mobile Payment ,180
TRN-10107,2/23/2024,CUST-1305,STO-03,Credit Card,361
TRN-10108,,CUST-1157,STO-03,Mobile Payment,532
TRN-10109,5/25/2022,,,Debit Card,95
TRN-10110,9/23/2024, CUST-1040 ,STO-01,Cash,569
TRN-10110,9/23/2024,CUST-1040,STO-01,Cash,569
TRN-10112, 2025-04-19 , CUST-1118 ,STO-03,Credit Card,250
TRN-10112,4/19/2025,CUST-1118,STO-03,Credit Card,250
TRN-10114,8/16/2022,CUST-1318, STO-02 ,Cash,659
TRN-10115,12/6/2022,CUST-1071,STO-04,Mobile Payment,375
TRN-10116,11/12/2023,,,Mobile Payment,110.7
 TRN-10117 ,2/13/2025,CUST-1277, STO-03 ,Credit Card,
TRN-10118,12/12/2022,CUST-1219,STO-04, Cash ,234
TRN-10119,4/7/2022,,STO-03, Mobile Payment ,150
TRN-10120,10/1/2023,CUST-1096,STO-02,Debit Card,450.5
TRN-10121,,CUST-1125,STO-01, Credit Card ,669
TRN-10122,,CUST-1023,STO-01,Debit Card,233.75
TRN-10123,,CUST-1021,STO-03,Mobile Payment,314
TRN-10123,7/24/2023,CUST-1021,STO-03,Mobile Payment,314
TRN-10124,2/13/2022,CUST-1397,STO-01,Credit Card,280.5
TRN-10126,5/8/2024,CUST-1099, STO-01 ,Credit Card,142.5
TRN-10127,4/3/2023,,STO-03,#N/A,653
TRN-10128,5/16/2023, CUST-1057 ,STO-02,,369
TRN-10129, 2025-02-20 ,CUST-1128,STO-04,Debit Card,559
TRN-10130,,CUST-1054,,Mobile Payment,220
TRN-10131,11/5/2023,CUST-1052,STO-03,Debit Card,215
TRN-10132,6/27/2024,CUST-1312,STO-03,Credit Card,425
,9/1/2022,CUST-1066,STO-02,Mobile Payment,270
,5/17/2024,CUST-1069,STO-01,Debit Card,204
TRN-10134,5/17/2024,CUST-1069,STO-01,Debit Card,204
,3/4/2025,CUST-1396,STO-04,Mobile Payment,265
TRN-10137,7/15/2025,CUST-1211, STO-02 , Credit Card ,
TRN-10138,1/2/2023,,STO-02,Debit Card,330
TRN-10139,2/18/2022, CUST-1174 ,STO-01, Mobile Payment ,511
TRN-10140,11/23/2025,CUST-1281,STO-02,Credit Card,258
TRN-10141,5/15/2022,CUST-1036,STO-03,Cash,171
TRN-10142,,CUST-1194,STO-03, Mobile Payment ,660
TRN-10143,5/30/2023,CUST-1211,STO-04,Credit Card,384.75
TRN-10143,5/30/2023,CUST-1211,STO-04,Credit Card,384.75
TRN-10145,11/22/2025,CUST-1076,STO-03,Credit Card,510
TRN-10146,,CUST-1231,STO-03,,45
TRN-10147,6/3/2023,CUST-1157,STO-03,Credit Card,
 TRN-10148 ,,CUST-1097,STO-03,Credit Card,276
TRN-10149,,CUST-1220,STO-01, Cash ,195.5
TRN-10150,8/18/2025,CUST-1292,STO-03,Credit Card,144
TRN-10151,8/30/2023,CUST-1045,STO-03,Cash,175.5
TRN-10152,7/7/2023,CUST-1232, STO-01 ,Credit Card,355
TRN-10153,2/13/2025,CUST-1376,STO-01,Mobile Payment,423
TRN-10154,3/17/2024,CUST-1292, STO-02 ,Credit Card,480
TRN-10155,10/23/2022,CUST-1103,STO-02,,720
,6/24/2024,CUST-1313,STO-04, Cash ,578
TRN-10156,6/24/2024,CUST-1313,STO-04,Cash,578
 TRN-10158 ,9/13/2025,CUST-1178,STO-02,Debit Card,85
TRN-10159,3/5/2024,CUST-1179,,Cash,
TRN-10160,12/7/2022,CUST-1321,,Debit Card,240
TRN-10161,2/12/2024,CUST-1261,STO-04,Cash,682
TRN-10162,11/24/2022,CUST-1126,STO-02,Debit Card,750
TRN-10163, 2023-01-03 ,CUST-1053,STO-03,Mobile Payment,218
TRN-10164,8/5/2024,CUST-1137,,Cash,450
 TRN-10165 ,7/10/2024,CUST-1279,STO-04,Debit Card,467
#N/A,#N/A,CUST-1305,STO-03,Debit Card,345
TRN-10167, 2023-06-11 ,CUST-1115,STO-01,Cash,204
#N/A,3/12/2024, CUST-1347 ,STO-04,Credit Card,258
TRN-10169,5/16/2024,CUST-1313, STO-03 , Debit Card ,165
TRN-10170,#N/A, CUST-1185 ,STO-03, Cash ,715
TRN-10170,1/7/2022,CUST-1185,STO-03,Cash,715
TRN-10172,12/14/2023,CUST-1075,,Cash,
TRN-10173,12/30/2022,CUST-1191,STO-01,Credit Card,52.25
TRN-10174, 2022-06-26 ,CUST-1217,STO-01,Debit Card,534
TRN-10175, 2024-01-07 ,CUST-1045,STO-04,Debit Card,202.3
TRN-10175,1/7/2024,CUST-1045,STO-04,Debit Card,202.3
TRN-10177,12/15/2024,CUST-1128,STO-03,Debit Card,493
 TRN-10178 ,#N/A,CUST-1078,, Mobile Payment ,250
,6/11/2022, CUST-1359 , STO-03 ,Credit Card,160
TRN-10180,,CUST-1184,STO-03, Mobile Payment ,500
TRN-10181,12/29/2022,CUST-1188,STO-04, Mobile Payment ,170
TRN-10182,2/3/2026,CUST-1021,STO-03,Debit Card,556
 TRN-10183 ,6/30/2022,CUST-1124,,Credit Card,597.6
TRN-10183,6/30/2022,CUST-1124,STO-04,Credit Card,597.6
TRN-10185,5/15/2022,CUST-1266,STO-04,Mobile Payment,331.5
 TRN-10186 ,5/20/2022,CUST-1114,STO-03,Cash,117
TRN-10187,#N/A,CUST-1014, STO-03 ,Debit Card,285
TRN-10188,10/23/2022, CUST-1211 ,STO-04,Credit Card,292.6
TRN-10189, 2025-08-15 ,CUST-1123,STO-04,Debit Card,471
TRN-10190,5/14/2024,CUST-1216, STO-04 , Credit Card ,255
 TRN-10191 ,2/19/2025,CUST-1002,STO-04,Credit Card,320
TRN-10192, 2024-11-20 ,CUST-1036,STO-01,Debit Card,130
TRN-10193,11/24/2022,CUST-1243,STO-01,Mobile Payment,580.5
 TRN-10194 ,11/1/2025,CUST-1364,,Mobile Payment,292.6
TRN-10195,,CUST-1368,STO-01,Credit Card,431
TRN-10196,2/23/2024,CUST-1059, STO-03 ,Mobile Payment,
TRN-10197,5/14/2025,,STO-03,Debit Card,
TRN-10198,3/22/2025,CUST-1069,STO-03,Debit Card,560
TRN-10199,12/30/2022,CUST-1315,STO-01,Cash,170
TRN-10200,4/7/2024, CUST-1139 ,STO-04, Mobile Payment ,
TRN-10201,10/26/2024,CUST-1249, STO-02 ,Cash,570
TRN-10202,3/2/2024, CUST-1073 , STO-04 ,Credit Card,204
 TRN-10203 ,7/20/2022,,STO-02,,190
TRN-10204,6/18/2022,,STO-01,Cash,
TRN-10205, 2023-07-03 ,CUST-1219,STO-01,Credit Card,450
TRN-10206, 2025-07-12 ,CUST-1064,STO-01,Cash,50
TRN-10207,10/28/2022,CUST-1284,, Mobile Payment ,573
TRN-10208,9/1/2023, CUST-1392 ,STO-02,Debit Card,608
TRN-10208,9/1/2023,CUST-1392,STO-02,Debit Card,608
TRN-10209,7/12/2023,CUST-1260,STO-02,Mobile Payment,365
#N/A, 2022-04-28 ,CUST-1060,STO-01,Credit Card,174
TRN-10211,4/28/2022,CUST-1060,STO-01,Credit Card,174
TRN-10213,12/17/2022,CUST-1132,STO-04,Debit Card,
TRN-10214,7/25/2022,CUST-1196,,Mobile Payment,
TRN-10214,7/25/2022,CUST-1196,STO-04,Mobile Payment,689
TRN-10216,4/6/2023, CUST-1081 ,STO-03,Credit Card,690
#N/A, 2023-10-28 ,CUST-1100, STO-02 ,Debit Card,819
 TRN-10218 , 2024-10-05 ,CUST-1368,STO-04,Cash,108.8
TRN-10219,, CUST-1173 ,STO-03,,
TRN-10219,6/9/2025,CUST-1173,STO-03,Cash,140
, 2024-12-22 ,CUST-1056,STO-02,Credit Card,250
TRN-10222,10/23/2025,,STO-01,Debit Card,165
TRN-10222,10/23/2025,CUST-1023,STO-01,Debit Card,165
TRN-10224,1/8/2024,CUST-1346,STO-02,Cash,382.5
TRN-10225,12/13/2024,CUST-1228,STO-02,#N/A,445
TRN-10226,4/26/2024,CUST-1348,STO-04,Mobile Payment,552.5
TRN-10227, 2022-06-23 ,CUST-1266,,Cash,565
TRN-10227,6/23/2022,CUST-1266,STO-01,Cash,565
TRN-10229,5/21/2022,CUST-1219,STO-02,,180
,3/19/2025,CUST-1068,,Credit Card,70
TRN-10231, 2025-09-03 ,CUST-1271,STO-01,Credit Card,310
TRN-10231,9/3/2025,CUST-1271,STO-01,Credit Card,310
TRN-10233, 2022-01-15 ,CUST-1375,STO-03,Debit Card,255
TRN-10234,12/29/2022,CUST-1127,STO-01,Credit Card,268
TRN-10235,6/8/2025,CUST-1253,STO-01, Cash ,339
TRN-10236,1/7/2022,CUST-1391,STO-02,Debit Card,485
TRN-10237, 2024-04-26 ,CUST-1200, STO-03 ,Mobile Payment,450
TRN-10238, 2025-06-09 ,CUST-1372,STO-01,Mobile Payment,142.5
TRN-10239,, CUST-1119 ,STO-01,Debit Card,370
TRN-10240,,CUST-1079,STO-02,Mobile Payment,170
TRN-10241,12/18/2024, CUST-1061 ,STO-02,Credit Card,195
TRN-10242, 2022-01-07 ,CUST-1235,,,
,1/31/2024,CUST-1232, STO-02 ,Credit Card,165
TRN-10244,8/28/2024,CUST-1065,STO-03,Debit Card,98.6
TRN-10245,1/21/2023,CUST-1290,STO-01,Credit Card,226.1
,10/5/2024,CUST-1224,STO-04,Mobile Payment,261.25
TRN-10247,1/14/2024,CUST-1211,STO-01,,575
TRN-10248,9/21/2023,CUST-1351, STO-01 ,Cash,510.85
TRN-10249,5/14/2022,,STO-02, Credit Card ,310
TRN-10250,5/19/2025,, STO-02 ,Credit Card,195
TRN-10250,5/19/2025,CUST-1098,STO-02,Credit Card,195
TRN-10251,9/3/2023,CUST-1365,STO-02,Mobile Payment,255
 TRN-10253 ,2/20/2024,CUST-1085,STO-02,,
TRN-10253,2/20/2024,CUST-1085,STO-02,Mobile Payment,240
 TRN-10255 ,5/8/2023,,STO-01, Cash ,300
TRN-10256, 2023-07-24 ,CUST-1339,STO-03, Mobile Payment ,
TRN-10257,3/14/2022,CUST-1209,STO-03, Cash ,260
TRN-10257,3/14/2022,CUST-1209,STO-03,Cash,260
TRN-10258,3/19/2023,CUST-1234,STO-04,Credit Card,149.4
TRN-10259,4/3/2024,CUST-1395,STO-01,Cash,289.8
TRN-10261,10/7/2025, CUST-1031 ,STO-01, Mobile Payment ,240
TRN-10262, 2024-03-14 ,CUST-1172, STO-02 ,Mobile Payment,290
TRN-10262,3/14/2024,CUST-1172,STO-02,Mobile Payment,290
